id,city,city_amount,city_index,topten_index,topten_row,plot,plot_rename,industry,industry_simple,industry_amount,industry_index,industry_index_m,industry_row,industry_row_m,pollution,pollution_simple,day,transfer,transfer_money,future_use,future_use_simple,future_use_rank,zeren_class,zeren,repair_way,repair_money,repair_stage,public,complete,address,zhong,huifa,banhuifa,else,province
109,石家庄,10,8,8,14,河北石铜铸造有限公司铜冶分厂地块,河北石铜铸造有限公司铜冶分厂地块,冶炼,冶炼,6,3,3,10,15,其他污染物(氨/pH/二硫化碳/氰化物等),其他污染物,不需要修复,未出让,,商住用地,商住用地,0,房地产开发商,河北康煜房地产开发公司,未知,不需要修复,已完成场地土壤环境评估,,,河北省石家庄市鹿泉区铜冶镇     ,F,F,,T,河北省
110,石家庄,10,9,9,14,河北元隆化工有限公司,河北元隆化工有限公司,化工,化工,64,11,5,1,2,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);其他重金属(镉/锑/鎶/铍/钡/锰);其他半挥发性有机物(苯酚/苯胺/多氯联苯）,其他挥发性有机物;其他重金属;其他半挥发性有机物,未知,未出让,X,商住用地,商住用地,0,原场地使用者,河北元隆化工有限公司,未知,未知,正在修复,1,0,河北省元氏县蟠龙路,T,T,T,F,河北省
111,天津,21,0,0,0,河北区奇伟日用化学有限公司地块,河北区奇伟日用化学有限公司地块,化工,化工,64,1,2,2,3,总石油烃(总石油烃/苯/甲苯/萘等）,总石油烃,未知,未出让,X,未知,未知,2,原场地使用者,奇伟日用化学（天津）有限公司,原位修复,638,正在修复,1,0,,F,T,F,F,天津市
112,天津,21,1,1,0,河西区新八大里三里地块,河西区新八大里三里地块,钢铁,钢铁,19,13,0,6,9,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,90,已出让,39.73,商住用地,商住用地,0,国资委下属资产管理企业,渤海建设投资有限公司,异位修复,212,准备修复,1,0,,F,F,T,F,天津市
113,天津,21,2,2,0,河西区新八大里六里地块,河西区新八大里六里地块,钢铁,钢铁,19,14,1,6,9,未知,未知,未知,已出让,45.7,商住用地,商住用地,0,政府,天津市土地整理中心,未知,947,已修复,,,,NA,NA,NA,NA,天津市
114,天津,21,3,3,0,河西区新八大里复兴门钢厂宿舍项目地块,河西区新八大里复兴门钢厂宿舍项目地块,钢铁,钢铁,19,15,2,6,9,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,30,已出让,39.3,商住用地、学校,商住综合,1,国资委下属资产管理企业,天津市地下铁道有限公司,异位修复,550,正在修复,1,0,,F,F,T,F,天津市
115,天津,21,4,4,0,河东区富民路（汪庄子1号地）地块,河东区富民路（汪庄子1号地）地块,钢铁,钢铁,19,16,3,6,9,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,300,未出让,X,未知,未知,2,政府,天津市河东区土地整理中心,异位修复,997,正在修复,1,0,富民路和昆仑路交叉口西北侧,F,F,T,F,天津市
116,天津,21,5,5,0,第一热电厂地块,第一热电厂地块,电力,其他,29,1,8,5,6,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,未知,已出让,41,商住用地、学校,商住综合,1,未知,未知,未知,未知,正在修复,,,东至六纬路，南至十五经路，西至海河东路，北至十三经路,F,F,T,F,天津市
117,天津,21,6,6,0,河东区奥的斯电梯厂地块二期（2标段）,河东区奥的斯电梯厂地块二期（2标段）,机械制造,机械制造,16,13,0,8,13,总石油烃(总石油烃/苯/甲苯/萘等）,总石油烃,180,已出让,14,商住用地、学校,商住综合,1,房地产开发商,天津市嘉华城市建设投资发展有限公司 、融豪（天津）置业有限公司,异位修复,1400,正在修复,1,0,东至昆仑路，南至昆仑路，西至月牙河东路，北至兰峰道,F,T,F,F,天津市
118,天津,21,7,7,0,东丽区快速路（天钢）地块,东丽区快速路（天钢）地块,钢铁,钢铁,19,17,4,6,9,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,未知,未出让,X,商住用地,商住用地,0,房地产开发商,天津市海河建设发展投资有限公司,异位修复,未知,准备修复,1,1,,F,F,T,F,天津市
119,天津,21,8,8,0,天津石化聚醚部整体搬迁项目地块,天津石化聚醚部整体搬迁项目地块,石化,其他,29,2,9,5,6,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),其他挥发性有机物;总石油烃;多环芳烃,450,未出让,X,未知,未知,2,原场地使用者,中国石油化工集团公司,未知,27300,正在修复,,,,F,T,T,F,天津市
120,天津,21,9,9,0,河西区郁江道（陈塘科技商务区）地块7号北侧地块,河西区郁江道（陈塘科技商务区）地块7号北侧地块,化工,化工,64,2,3,2,3,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);砷,其他挥发性有机物;砷,未知,未出让,X,商住用地,商住用地,0,政府,河西区土地整理中心,未知,未知,准备修复,1,1,东至崇岩东路，南至浩江道，西至内江路，北至规划郁江道,T,T,F,F,天津市
121,天津,21,10,0,1,河西区郁江道（陈塘科技商务区）地块7号南侧地块,河西区郁江道（陈塘科技商务区）地块7号南侧地块,化工,化工,64,3,4,2,3,总石油烃(总石油烃/苯/甲苯/萘等）,总石油烃,未知,未出让,X,商住用地,商住用地,0,政府,河西区土地整理中心,未知,未知,准备修复,1,1,东至崇岩东路，南至双海道，西至内江路，北至浩江北道,F,T,F,F,天津市
122,天津,21,11,1,1,河西区（陈塘科技商务区）7号北及7号南地块内西侧界外处理用地,河西区（陈塘科技商务区）7号北及7号南地块内西侧界外处理用地,化工,化工,64,4,5,2,3,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,未知,未出让,X,商住用地,商住用地,0,政府,河西区土地整理中心,未知,未知,准备修复,1,1,东至7号地北侧及7号地南侧地块内，南至水文监测站，西至内江路，北至规划郁江道,F,F,T,F,天津市
123,天津,21,12,2,1,北辰区高峰路（天重三期）地块 ,北辰区高峰路（天重三期）地块 ,机械制造,机械制造,16,14,1,8,13,多环芳烃(苯并芘/苯并蒽/苯并萘等);总石油烃(总石油烃/苯/甲苯/萘等）;其他重金属(镉/锑/鎶/铍/钡/锰),多环芳烃,未知,未出让,X,未知,未知,2,未知,未知,未知,未知,准备修复,1,1,,T,T,T,F,天津市
124,天津,21,13,3,1,河西区洞庭路复兴九里南侧地块,河西区洞庭路复兴九里南侧地块,化工,化工,64,5,6,2,3,总石油烃(总石油烃/苯/甲苯/萘等）;其他污染物(氨/pH/二硫化碳/氰化物等),总石油烃;其他污染物,未知,未出让,X,绿地,绿地,3,国资委下属资产管理企业,海河建设发展投资有限公司,异位修复,41000,准备修复,1,0,,F,T,F,T,天津市
125,天津,21,14,4,1,河北区建昌道铝品厂地块 ,河北区建昌道铝品厂地块 ,冶炼,冶炼,6,4,4,10,15,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),其他挥发性有机物;总石油烃;多环芳烃,未知,未出让,X,学校,学校,4,未知,未知,未知,未知,准备修复,1,0,河北区建昌道和小红星路交叉口东侧,F,T,T,F,天津市
126,天津,21,15,5,1,西青区化学试剂一厂地块,西青区化学试剂一厂地块,化工,化工,64,6,7,2,3,其他半挥发性有机物(苯酚/苯胺/多氯联苯）;总石油烃(总石油烃/苯/甲苯/萘等）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),其他半挥发性有机物;总石油烃;其他挥发性有机物,810,未出让,X,商住用地,商住用地,0,未知,未知,未知,未知,准备修复,1,0,,F,T,T,F,天津市
127,天津,21,16,6,1,天津市化工危险品贸易储运公司原址,天津市化工危险品贸易储运公司原址,化工,化工,64,7,8,2,3,砷;有机农药(六六六/滴滴涕等);多环芳烃(苯并芘/苯并蒽/苯并萘等),砷;有机农药;多环芳烃,未知,未出让,X,未知,未知,2,未知,未知,未知,未知,准备修复,,,,T,F,T,F,天津市
128,天津,21,17,7,1,河西区郁江道陈塘科技商务区商务区内江路和双海道交口公交首末站和水文监测站地块 ,河西区郁江道陈塘科技商务区商务区内江路和双海道交口公交首末站和水文监测站地块 ,未知,未知,19,17,4,7,11,其他半挥发性有机物(苯酚/苯胺/多氯联苯）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),其他半挥发性有机物;其他挥发性有机物,未知,未知,X,未知,未知,2,政府,河西区土地整理中心,未知,未知,准备修复,,,,F,T,T,F,天津市
129,天津,21,18,8,1,天津市北辰区荣国路（安康）地块,天津市北辰区荣国路（安康）地块,固废处理,其他,29,3,10,5,6,其他污染物(氨/pH/二硫化碳/氰化物等),其他污染物,未知,未出让,X,商住用地,商住用地,0,政府,天津市北辰区土地整理中心,未知,未知,准备修复,1,1,,F,F,,T,天津市
130,天津,21,19,9,1,河东区成林道天药集团地块  ,河东区成林道天药集团地块  ,制药,制药,11,9,9,9,14,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);总石油烃(总石油烃/苯/甲苯/萘等）,其他挥发性有机物;总石油烃,未知,未知,X,未知,未知,2,未知,未知,未知,未知,准备修复,,,,F,T,F,F,天津市
131,天津,21,20,0,2,河西区光大冰峰化工有限公司地块,河西区光大冰峰化工有限公司地块,化工,化工,64,8,9,2,3,总石油烃(总石油烃/苯/甲苯/萘等）,总石油烃,30,未出让,X,绿地,绿地,3,国资委下属资产管理企业,天津市地下铁道有限公司,未知,未知,准备修复,,,,F,T,F,F,天津市
132,北京,7,0,,,北京市朝阳区双桥电镀厂原址场地,北京市朝阳区双桥电镀厂原址场地,电镀,电镀,5,0,0,11,16,铬(总铬和六价铬);镍,铬,100,未出让,X,商住用地,商住用地,0,房地产开发商,弘如视界（北京）投资有限公司,原地异位修复,未知,未知,1,1,朝阳区双桥镇,T,F,F,F,北京市
133,北京,7,1,,,高立庄油库项目场地,高立庄油库项目场地,石化,其他,29,0,0,4,5,汞;其他半挥发性有机物(苯酚/苯胺/多氯联苯）;总石油烃(总石油烃/苯/甲苯/萘等）;铬(总铬和六价铬);其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),汞;其他半挥发性有机物;总石油烃;铬;其他挥发性有机物,未知,未出让,X,商住用地,商住用地,0,原场地使用者,中国石化集团,原地异位修复,816,未知,1,1,丰台区高立庄村403号,T,T,T,F,北京市
134,北京,7,2,,,首钢园区脱硫车间及周边道路场地,首钢园区脱硫车间及周边道路场地,钢铁,钢铁,19,0,0,6,8,未知,未知,未知,未出让,X,商住用地,商住用地,0,原场地使用者,首都钢铁集团有限公司,未知,未知,未知,1,1,首钢石景山主厂区,NA,NA,NA,NA,北京市
135,北京,7,3,,,世界侨商创新中心一期项目及周边道路场地,世界侨商创新中心一期项目及周边道路场地,钢铁,钢铁,19,1,1,6,8,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,未知,未出让,X,商住用地,商住用地,0,原场地使用者,首都钢铁集团有限公司,未知,未知,未知,1,1,首钢石景山主厂区,F,F,T,F,北京市
136,北京,7,4,,,首钢园区冬季奥运会冰上项目训练中心场地,首钢园区冬季奥运会冰上项目训练中心场地,钢铁,钢铁,19,2,2,6,8,铅;镍;砷;多环芳烃(苯并芘/苯并蒽/苯并萘等);其他重金属(镉/锑/鎶/铍/钡/锰),铅;镍;砷;多环芳烃;其他重金属,60,未出让,X,文体用地,其他,5,原场地使用者,首都钢铁集团有限公司,异位修复,1414,未知,1,1,首钢石景山主厂区,T,F,T,F,北京市
137,北京,7,5,,,首钢园区五一剧场（制粉车间）改造项目地块,首钢园区五一剧场（制粉车间）改造项目地块,钢铁,钢铁,19,3,3,6,8,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,125,未出让,X,公共设施、文体用地、绿地,公共设施综合,7,原场地使用者,首都钢铁集团有限公司,异位修复,2018,未知,1,1,首钢石景山主厂区,F,F,T,F,北京市
138,北京,7,6,,,北京大峪化工厂原址地块,北京大峪化工厂原址地块,化工,化工,64,0,0,0,0,砷,砷,90,未出让,X,商住用地,商住用地,0,房地产开发商,中合联宇房地产开发有限公司,异位修复,100,未知,1,1,北京市门头沟区新桥南大街67号,T,F,F,F,北京市
139,长春,1,0,,,原热电一厂厂,原热电一厂厂,电力,其他,29,5,12,5,6,砷;汞,砷;汞,390,未知,X,商住用地,商住用地,0,房地产开发商,长春市长发置业有限公司,未知,15715,已修复,,,宽城区铁北二路31号（宽城区北四条以西，九台路以东，铁北二路以北，台北大街以南）,T,F,F,F,甘肃省
140,兰州,4,0,,,西固区大红沟红矾钠厂及其周边污染地块,西固区大红沟红矾钠厂及其周边污染地块,化工,化工,64,18,5,0,1,铬(总铬和六价铬),铬,480,未出让,X,未知,未知,2,政府,兰州市西固区环境保护局,异位修复,4996.21,未知,1,0,,T,F,F,F,甘肃省
141,兰州,4,1,,,兰州市自来水管线周边地下水和土壤污染地块,兰州市自来水管线周边地下水和土壤污染地块,污水处理,其他,29,12,12,4,5,总石油烃(总石油烃/苯/甲苯/萘等）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),总石油烃;其他挥发性有机物,720,未出让,X,未知,未知,2,原场地使用者,中国石油兰州石化公司,异位修复,10897.05,未知,0,0,,F,T,F,F,甘肃省
142,兰州,4,2,,,永登县永青化工厂场地土壤污染地块,永登县永青化工厂场地土壤污染地块,化工,化工,64,19,6,0,1,铬(总铬和六价铬),铬,未知,未出让,X,未知,未知,2,政府,永登县上川镇人民政府,未知,300,未知,0,0,,T,F,F,F,甘肃省
143,兰州,4,3,,,皋兰县石青村黄金尾矿砂污染地块,皋兰县石青村黄金尾矿砂污染地块,采矿,其他,29,13,0,4,6,其他污染物(氨/pH/二硫化碳/氰化物等),其他污染物,未知,未出让,X,未知,未知,2,未知,未知,未知,未知,未知,,,,F,F,,T,甘肃省
144,西宁,2,0,,,原湟中鑫飞化工珞盐厂污染场地,原湟中鑫飞化工珞盐厂污染场地,化工,化工,64,18,6,2,4,铬(总铬和六价铬),铬,360,未出让,X,未知,未知,2,国资委下属资产管理企业,西宁市湟水投资管理有限公司,未知,未知,未知,1,0,湟中县田家寨谢家村,T,F,F,F,宁夏回族自治区
145,西宁,2,1,,,原中星化工有限公司关停企业污染场地,原中星化工有限公司关停企业污染场地,化工,化工,64,19,7,2,4,铬(总铬和六价铬),铬,90,未知,X,未知,未知,2,国资委下属资产管理企业,西宁市湟水投资管理有限公司,未知,未知,未知,0,0,西宁市城东区八一东路5号,T,F,F,F,宁夏回族自治区
146,重庆,17,0,0,3,重庆顺安爆破器材有限公司（845厂）原址,重庆顺安爆破器材有限公司（845厂）原址,特种制造,其他,29,5,5,4,5,铬(总铬和六价铬),铬,未知,未知,X,未知,未知,2,未知,重庆市能源投资集团有限公司,未知,未知,已修复,,,,T,F,F,F,重庆市
147,重庆,17,1,1,3,中船重工重庆液压机电有限公司原址,中船重工重庆液压机电有限公司原址,机械制造,机械制造,16,0,0,8,12,锌;总石油烃(总石油烃/苯/甲苯/萘等）;铜;铬(总铬和六价铬);镍;其他重金属(镉/锑/鎶/铍/钡/锰),锌;总石油烃;铜;铬;镍;其他重金属,未知,未知,X,未知,未知,2,原场地使用者,重庆中船重工置业有限公司,未知,未知,已修复,,,,T,T,F,F,重庆市
148,重庆,17,2,2,3,重庆滩子口五洲地块（大杨石组团W分区W01-3-2/05、W01-10/04地块）,重庆滩子口五洲地块（大杨石组团W分区W01-3-2/05、W01-10/04地块）,机械制造,机械制造,16,1,1,8,12,铜;铅;总石油烃(总石油烃/苯/甲苯/萘等）,铜;铅;总石油烃,60,已出让,1.4,绿地、公共设施、商住用地,商住综合,1,房地产开发商,重庆观江置业有限公司,未知,321.4,正在修复,1,1,,T,T,F,F,重庆市
149,重庆,17,3,3,3,重庆第二起重机厂原址,重庆第二起重机厂原址,机械制造,机械制造,16,2,2,8,12,总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),总石油烃;多环芳烃,未知,未知,X,未知,未知,2,未知,未知,未知,未知,已修复,,,,F,T,T,F,重庆市
150,重庆,17,4,4,3,沙坪坝组团A分区A03-10/02、A03-11/02地块,沙坪坝组团A分区A03-10/02、A03-11/02地块,未知,未知,19,0,0,7,10,铬(总铬和六价铬);多环芳烃(苯并芘/苯并蒽/苯并萘等);总石油烃(总石油烃/苯/甲苯/萘等）,铬,未知,已出让,3.097,商住用地,商住用地,0,未知,未知,未知,未知,正在修复,,,,T,T,T,F,重庆市
151,重庆,17,5,5,3,重庆市九龙橡胶制品制造有限公司原址,重庆市九龙橡胶制品制造有限公司原址,机械制造,机械制造,16,3,3,8,12,总石油烃(总石油烃/苯/甲苯/萘等）,总石油烃,180,未知,X,未知,未知,2,房地产开发商,重庆市九龙橡胶制品制造有限公司,未知,2500,已修复,0,0,,F,T,F,F,重庆市
152,重庆,17,6,6,3,重庆渝富兴南城市建设发展有限公司储备02号地块（含重庆市龙济化肥有限责任公司原址）,重庆渝富兴南城市建设发展有限公司储备02号地块（含重庆市龙济化肥有限责任公司原址）,化工,化工,64,4,4,0,0,砷;铜;多环芳烃(苯并芘/苯并蒽/苯并萘等);总石油烃(总石油烃/苯/甲苯/萘等）,砷;铜;多环芳烃;总石油烃,365,未出让,,商住用地,商住用地,0,原场地使用者,重庆渝富兴南城市建设发展有限公司,异位修复,未知,正在修复,1,0,,T,T,T,F,重庆市
153,重庆,17,7,7,3,中国四联仪器仪表集团有限公司原址,中国四联仪器仪表集团有限公司原址,机械制造,机械制造,16,4,4,8,12,铅,铅,未知,未知,X,未知,未知,2,未知,未知,未知,未知,已修复,,,,T,F,F,F,重庆市
154,重庆,17,8,8,3,重庆嘉溢华科技实业有限公司原址,重庆嘉溢华科技实业有限公司原址,制药,制药,11,0,0,9,14,其他污染物(氨/pH/二硫化碳/氰化物等);镍;总石油烃(总石油烃/苯/甲苯/萘等）;多环芳烃(苯并芘/苯并蒽/苯并萘等),其他污染物;镍;总石油烃;多环芳烃,未知,未出让,X,商住用地、学校,商住综合,1,原场地使用者,重庆嘉溢华科技实业有限公司,原位修复；异位修复,未知,暂未开展治理修复,1,0,,T,T,T,T,重庆市
155,重庆,17,9,9,3,玉清寺新增储备片区原址,玉清寺新增储备片区原址,未知,未知,19,1,1,7,10,铜;其他重金属(镉/锑/鎶/铍/钡/锰);铅,铜;其他重金属;铅,未知,未出让,X,商住用地、文体用地,商住综合,1,政府,重庆市九龙坡区土储中心,未知,458,暂未开展治理修复,,,,T,F,F,F,重庆市
156,重庆,17,10,0,4,秀山县溶溪瑞兴电解金属锰厂原址,秀山县溶溪瑞兴电解金属锰厂原址,冶炼,冶炼,6,0,0,10,15,铜;铬(总铬和六价铬);铅;其他重金属(镉/锑/鎶/铍/钡/锰);砷,铜;铬;铅;其他重金属;砷,120,未出让,X,工业用地,工业用地,5,原场地使用者,秀山县溶溪瑞兴电解金属锰厂,原位修复,500,准备修复,1,0,,T,F,F,F,重庆市
157,重庆,17,11,1,4,重庆汽车消声器厂和重庆东京散热器有限公司原址,重庆汽车消声器厂和重庆东京散热器有限公司原址,机械制造,机械制造,16,5,5,8,12,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,150,未知,X,商住用地、学校,商住综合,1,未知,未知,异位修复,未知,正在修复,1,0,,F,F,T,F,重庆市
158,重庆,17,12,2,4,重庆江电电力设备有限公司原址,重庆江电电力设备有限公司原址,电力,其他,29,6,6,4,5,锌,锌,54,未出让,X,未知,未知,2,原场地使用者,重庆江电电力设备有限公司,异位修复,未知,正在修复,1,0,,T,F,F,F,重庆市
159,重庆,17,13,3,4,渝北区大石坝组团B标准分区B27-1号地块,渝北区大石坝组团B标准分区B27-1号地块,机械制造,机械制造,16,6,6,8,12,镍;总石油烃(总石油烃/苯/甲苯/萘等）;其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等),镍;总石油烃;其他挥发性有机物,20,已出让,8.72,商住用地,商住用地,0,政府,土地储备单位重庆临空都市基础设施建设运营有限公司,异位修复,100,已修复,1,1,,T,T,F,F,重庆市
160,重庆,17,14,4,4,重庆钢铁集团耐火材料有限责任公司原址,重庆钢铁集团耐火材料有限责任公司原址,钢铁,钢铁,19,5,5,6,8,砷,砷,120,未知,X,未知,未知,2,房地产开发商,重庆渝富土地开发经营有限公司,原位修复,964.45,暂未开展治理修复,1,0,,T,F,F,F,重庆市
161,重庆,17,15,5,4,重庆铝制品厂片区,重庆铝制品厂片区,冶炼,冶炼,6,1,1,10,15,铜;其他重金属(镉/锑/鎶/铍/钡/锰);多环芳烃(苯并芘/苯并蒽/苯并萘等);镍;铅;总石油烃(总石油烃/苯/甲苯/萘等）,铜;其他重金属;多环芳烃;镍;铅;总石油烃,120,未出让,,商住用地,商住用地,0,政府,九龙坡区土地整治储备中心,异位修复,170,正在修复,1,0,,T,T,T,F,重庆市
162,重庆,17,16,6,4,重庆新华化工有限公司、重庆市万利来化工股份有限公司原址,重庆新华化工有限公司、重庆市万利来化工股份有限公司原址,化工,化工,64,5,5,0,0,汞;总石油烃(总石油烃/苯/甲苯/萘等）;砷,汞;总石油烃;砷,270,未知,X,未知,未知,2,国资委下属资产管理企业,重庆市潼南水务（集团）有限公司,异位修复,4800,准备修复,1,0,,T,T,F,F,重庆市
163,成都,9,0,0,16,成都市千瑞达制革有限责任公司,成都市千瑞达制革有限责任公司,制革,其他,29,1,1,4,5,铬(总铬和六价铬),铬,未开始,未出让,X,未知,未知,2,未知,未知,未知,未知,场地土壤环境评估中,,,四川省成都市崇州市,T,F,F,F,四川省
164,成都,9,1,1,16,都江堰市红星电镀厂,都江堰市红星电镀厂,电镀,电镀,5,1,1,11,16,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);总石油烃(总石油烃/苯/甲苯/萘等）,其他挥发性有机物;总石油烃,未开始,未出让,X,未知,未知,2,未知,未知,未知,未知,场地土壤环境评估中,,,四川省成都市都江堰市,F,T,F,F,四川省
165,成都,9,2,2,16,华福润滑油厂废旧场地,华福润滑油厂废旧场地,石化,其他,29,2,2,4,5,总石油烃(总石油烃/苯/甲苯/萘等）,总石油烃,未开始,未出让,X,未知,未知,2,未知,未知,未知,未知,场地土壤环境评估中,,,四川省成都市蒲江县,F,T,F,F,四川省
166,成都,9,3,3,16,川化集团有限责任公司,川化集团有限责任公司,化工,化工,64,1,1,0,0,其他污染物(氨/pH/二硫化碳/氰化物等),其他污染物,未开始,未出让,X,未知,未知,2,未知,未知,未知,未知,场地土壤环境评估中,,,四川省成都市青白江区,NA,NA,NA,NA,四川省
167,成都,9,4,4,16,邛崃市旭日化工有限责任公司,邛崃市旭日化工有限责任公司,化工,化工,64,2,2,0,0,未知,未知,未开始,未出让,X,未知,未知,2,未知,未知,未知,未知,场地土壤环境评估中,,,四川省成都市邛崃市,NA,NA,NA,NA,四川省
168,成都,9,5,5,16,首钢贵钢老区棚户区改造项目,首钢贵钢老区棚户区改造项目,钢铁,钢铁,19,4,4,6,8,其他重金属(镉/锑/鎶/铍/钡/锰),其他重金属,720,未出让,,商住用地,商住用地,0,房地产开发商,贵阳首钢房地产有限公司,异位修复,43900,已修复,1（环境影响报告书）,1,贵阳市南明区富源路,T,F,F,F,四川省
169,成都,9,6,6,16,原贵州水晶有机化工（集团）有限公司汞法醋酸车间,原贵州水晶有机化工（集团）有限公司汞法醋酸车间,化工,化工,64,3,3,0,0,汞,汞,未开始,未出让,X,未知,未知,2,未知,未知,未知,未知,场地土壤环境评估中,0,0,清镇市青龙村,T,F,F,F,四川省
170,成都,9,7,7,16,贵州轮胎股份有限公司橡胶分公司,贵州轮胎股份有限公司橡胶分公司,轮胎,其他,29,3,3,4,5,未知,未知,未开始,未知,,商住用地,商住用地,0,未知,未知,未知,未知,场地土壤环境评估中,,,贵阳市百花大道50号,NA,NA,NA,NA,四川省
171,成都,9,8,8,16,贵阳市花溪区浪风关垃圾填埋场,贵阳市花溪区浪风关垃圾填埋场,垃圾填埋场,其他,29,4,4,4,5,铜;铬(总铬和六价铬);其他重金属(镉/锑/鎶/铍/钡/锰),铜;铬;其他重金属,未开始,未出让,X,商住用地,商住用地,0,未知,未知,原位修复,未知,场地土壤环境评估中,1,1,花溪区贵筑社区云上村,T,F,F,F,四川省
172,南宁,1,0,,,南宁化工股份有限公司及南宁化工集团有限公司搬迁地块,南宁化工股份有限公司及南宁化工集团有限公司搬迁地块,化工,化工,64,4,11,1,1,其他挥发性有机物(氯仿/三氯乙烯/三氯甲烷/氟化物等);其他重金属(镉/锑/鎶/铍/钡/锰),其他挥发性有机物;其他重金属,180,未出让,X,商住用地,商住用地,0,原场地使用者,南宁化工集团,异位修复,20000,正在修复,1,1,南宁市江南区南建路26号,T,T,F,F,广西壮族自治区
173,乌鲁木齐,2,0,,,昊鑫锂盐厂,昊鑫锂盐厂,化工,化工,64,9,10,2,3,多环芳烃(苯并芘/苯并蒽/苯并萘等),多环芳烃,未开始,未出让,X,未知,未知,2,原场地使用者,新疆昊鑫锂盐开发有限公司,未知,未知,场地土壤环境评估中,0,0,,F,F,T,F,新疆维吾尔自治区
174,乌鲁木齐,2,1,,,乌石化污水库,乌石化污水库,石化,其他,29,4,11,5,6,未知,未知,240,未出让,X,未知,未知,2,政府,甘泉堡经济技术开发区环保局,原位修复,未知,已修复,1,0,,NA,NA,NA,NA,新疆维吾尔自治区
